재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_EmployeeBenefitsSellingGeneralAdministrativeExpenses	         복리후생비		481,307,966			545,408,876	533,192,867
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_EntertainmentExpensesSellingGeneralAdministrativeExpenses	         접대비		314,239,543			313,997,411	277,413,587
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_FreightExpensesSellingGeneralAdministrativeExpenses	         운반비, 판관비		2,042,436,970			1,946,930,463	1,901,032,315
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_InsurancePremiumsSellingGeneralAdministrativeExpenses	         보험료		69,497,470			72,480,352	63,357,643
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_MiscellaneousExpenses	         기타판매비와관리비		98,843,112			189,495,424	177,434,017
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_OrdinaryDevelopmentExpenseSellingGeneralAdministrativeExpenses	         기술개발비		39,790,547			30,702,557	24,191,022
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_ProvisionForSeveranceIndemnities	         퇴직급여		253,280,448			275,184,330	286,243,947
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_RentalExpensesSellingGeneralAdministrativeExpenses	         임차료		26,706,658			27,622,627	29,691,447
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_RepairExpensesSellingGeneralAdministrativeExpenses	         수선비		376,891,310			722,801,355	1,014,114,485
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_SalariesWages	         급여		3,488,516,885			3,564,214,056	3,679,388,497
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_SupplyExpensesSellingGeneralAdministrativeExpenses	         소모품비		160,332,619			208,866,894	284,453,371
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_TaxesDuesSellingGeneralAdministrativeExpenses	         제세공과금		2,113,158,262			2,115,579,077	2,151,071,392
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_TrainingExpensesSellingGeneralAdministrativeExpenses	         교육훈련비, 판관비		21,045,110			35,444,709	32,227,275
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_TravelExpensesSellingGeneralAdministrativeExpenses	         여비교통비, 판관비		312,526,374			238,952,386	329,602,236
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_UtilityExpensesSellingGeneralAdministrativeExpenses	         수도광열비		2,139,676,946			2,081,384,123	1,785,352,447
손익계산서, 기능별 분류 - 연결	[000050]	경방	유가증권시장상장법인	471	종합 소매업	12	2024-12-31	사업보고서	KRW	dart_VehicleMaintenanceExpensesSellingGeneralAdministrativeExpenses	         차량유지비		71,226,694			73,489,303	63,826,763
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		272,804,307,588			358,961,881,960	1,147,312,056,499
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		121,833,650,881			92,157,309,455	131,185,998,512
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		88,379,374,406			91,415,499,680	139,989,610,144
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법손익		93,422,863,565			111,132,065,526	125,009,070,762
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		312,750,926,606			286,904,042,933	279,082,257,952
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		6,569,448,551,818			5,676,662,262,889	6,549,231,666,570
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본주당이익		13,423			17,019	37,693
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본주당이익		13,328			16,727	37,087
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		69,556,345,344			60,355,470,349	102,296,753,530
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		77,488,480,681			74,602,457,347	93,150,503,127
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		585,555,234,194			645,865,924,893	1,426,394,314,451
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		59,011,569,563			38,039,208,143	234,251,372,649
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		348,602,013,402			447,043,536,116	1,020,119,892,577
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분순이익		-19,495,231			223,383,093	257,990,771
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분순이익		348,621,508,633			446,820,153,023	1,019,861,901,806
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		407,613,582,965			485,082,744,259	1,254,371,265,226
손익계산서, 기능별 분류 - 연결	[011780]	금호석유화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		7,155,003,786,012			6,322,528,187,782	7,975,625,981,021
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		12,667,139,000,000			11,607,873,000,000	7,233,120,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		12,103,632,000,000			11,020,974,000,000	10,789,899,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GeneralAndAdministrativeExpense	         관리비		5,059,874,000,000			4,513,702,000,000	3,854,764,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_SellingExpense	         판매비		7,043,758,000,000			6,507,272,000,000	6,935,135,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	entity00106641_FinanceCostsOfIncomeStatementAbstract	      기타손익		-303,891,000,000			-485,358,000,000	-36,843,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	dart_AdjustmentsForOtherRevenue	         기타수익		1,125,955,000,000			588,090,000,000	810,452,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherExpenseByNature	         기타비용		1,429,846,000,000			1,073,448,000,000	847,295,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	entity00106641_FinanceGainsAndLossesOfIncomeStatementAbstract	      금융손익		741,587,000,000			871,081,000,000	-57,934,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	         금융비용		609,619,000,000			392,011,000,000	662,364,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	         금융수익		1,351,206,000,000			1,263,092,000,000	604,430,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		82,677,981,000,000			77,179,573,000,000	68,536,010,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익		24,893			22,168	13,495
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		24,770,771,000,000			22,628,847,000,000	18,023,019,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		3,725,196,000,000			3,899,527,000,000	2,093,017,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		9,775,005,000,000			8,777,817,000,000	5,408,976,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분순이익		2,048,000,000			847,000,000	-453,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분순이익		9,772,957,000,000			8,776,970,000,000	5,409,429,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		13,500,201,000,000			12,677,344,000,000	7,501,993,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		107,448,752,000,000			99,808,420,000,000	86,559,029,000,000
손익계산서, 기능별 분류 - 연결	[000270]	기아	유가증권시장상장법인	301	자동차용 엔진 및 자동차 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      공동기업 및 관계기업투자손익		395,366,000,000			683,748,000,000	363,650,000,000
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		19,939,583,620			20,516,812,349	33,052,555,800
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		1,206,832,634			1,164,935,805	816,653,870
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		9,207,694,026			2,851,401,862	262,612,861
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	entity00486097_GainsOnValuationOfEquityMethodSecuritiesLossOnValuationOfEquityMethodSecuritiesOfIncomeStatementAbstract	      지분법손익		300,891,678			336,652,122	43,792,182
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본 및 희석 주당순이익		-571			1,478	2,368
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		20,520,046,542			2,175,547,050	1,090,624,706
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		5,906,448,057			4,903,797,825	3,470,882,021
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		2,265,690,287			4,192,130,178	7,112,635,667
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_OperatingExpense	      영업비용		122,612,811,025			126,252,327,834	119,340,986,322
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-4,639,674,866			17,703,119,011	28,918,010,639
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		1,812,052,967			989,585,119	2,134,739,361
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		-6,451,727,833			16,713,533,892	26,783,271,278
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		-2,373,984,579			21,895,249,189	36,030,646,306
손익계산서, 성격별 분류 - 연결	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      영업수익		142,552,394,645			146,769,140,183	152,393,542,122
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		-1,809,506,052			-6,078,155,000	2,539,944,499
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		11,443,403,703			1,287,255,153	4,967,028,315
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		1,308,054,841			1,175,451,441	1,648,769,954
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		23,241,890,935			24,027,423,266	23,913,124,870
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	entity00172185_udf_IS_201886144046323_IncomeStatementAbstract	      지분법이익(손실)		1,501,949,962			340,027,045	2,230,430,345
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		53,145,431,684			51,725,403,754	71,684,103,070
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		142			-324	102
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		137			-324	102
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		14,034,031,854			8,599,862,388	11,904,491,153
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		11,228,839,473			4,921,867,163	7,795,987,475
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		21,432,384,883			17,949,268,266	26,453,069,369
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		2,605,539,191			874,245,641	812,758,906
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		4,417,061,200			-10,178,565,109	3,167,370,621
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		-15,751,904			-31,253,366	-24,861,816
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		4,432,813,104			-10,147,311,743	3,192,232,437
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		7,022,600,391			-9,304,319,468	3,980,129,527
손익계산서, 기능별 분류 - 연결	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		74,577,816,567			69,674,672,020	98,137,172,439
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		72,554,697,963			67,823,625,279	29,879,155,745
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		21,952,896,256			2,069,653,349	4,190,194,467
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		2,585,777,719			3,530,772,903	3,755,290,637
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		235,265,217,946			223,172,214,410	178,101,799,328
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_GainsOnDisposalOfInvestmentAssetsOfRelatedCompaniesOfIncomeStatementAbstract	      관계기업투자자산처분이익		0			0	15,136,086,081
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_GainsOnSaleOfInvestmentsInSubsidiariesOfIncomeStatementAbstract	      종속기업투자자산처분손실		75,534,237			0	0
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_OnSaleOfInvestmentsInAssociatesOfIncomeStatementAbstract	      관계기업투자자산처분손실		120,887,249			0	0
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_udf_IS_2017102318148775_IncomeStatementAbstract	      지분법이익		6,990,466,049			2,464,688,524	6,835,005,786
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_udf_IS_2017118222213756_IncomeStatementAbstract	      지분법손실		281,691,335			1,501,651	7,263,398,260
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		940,057,781,259			923,480,126,122	823,685,101,507
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_BasicAndDilutedEarningsLossPerPreferenceShareOfudf_IS_20243613534717OfEarningsPerShareAbstract	            구형우선주 기본및희석주당손익		4,841			2,434	2,396
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00113508_BasicEarningsLossPerShareFromDiscontinuedOperationsOfudf_IS_20243613534717OfEarningsPerShareAbstract	            보통주 기본및희석주당손익		4,836			2,429	2,391
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations	            보통주 기본및희석주당손익		4,899			2,651	2,461
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations	            구형우선주 기본및희석주당손익		4,904			2,656	2,466
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		16,617,330,672			16,539,541,458	18,391,096,334
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		21,656,907,670			17,081,314,801	16,028,400,291
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		307,819,915,909			290,995,839,689	207,980,955,073
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		20,752,962,371			15,360,680,825	8,530,775,085
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		82,067,736,372			51,679,439,985	33,390,806,659
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		31,322,610,008			26,217,816,572	8,422,086,268
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주지분		50,745,126,364			25,461,623,413	24,968,720,391
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		103,473,746,726			69,367,465,941	42,659,057,139
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	      계속영업이익		82,720,784,355			54,006,785,116	34,128,282,054
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	      중단영업이익(손실)		-653,047,983			-2,327,345,131	-737,475,395
손익계산서, 기능별 분류 - 연결	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		1,247,877,697,168			1,214,475,965,811	1,031,666,056,580
손익계산서, 기능별 분류 - 연결	[004370]	농심	유가증권시장상장법인	108	동물용 사료 및 조제식품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		163,073,931,930			212,064,743,455	112,172,856,716
